Nowak,199008
Kowalski,136937
Wi?niewski,108072
Wójcik,97995
Kasprowicz,96435
Kami?ski,92831
Lewandowski,90935
Zieli?ski,89118
Szyma?ski,87570
Dzierwa,87156
