Martin,0.393
Bernard,0.175
Dubois,0.159
Thomas,0.158
Robert,0.152
Richard,0.151
Petit,0.147
Durand,0.140
Leroy,0.131
Moreau,0.130
Simon,0.127
Laurent,0.125
Lefebvre,0.124
Michel,0.123
Garcia,0.114
David,0.103
Bertrand,0.100
Roux,0.099
Vincent,0.096
Fournier,0.095
Morel,0.095
Girard,0.093
André,0.092
Lefèvre,0.089
Mercier,0.089
