Иван,1,Ivan
Николай,1,Nikolay
Борис,1,Boris
Владимир,1,Vladimir
Пётр,1,Pyotr
Андрей,1,Andrey
Александр,1,Aleksandr
Дмитрий,1,Dmitriy
Сергей,1,Sergey
Алексей,1,Aleksey
Виктор,1,Victor
Юрий,1,Yuri
Георгий,1,Gheorghiy
Павел,1,Pavel
Константин,1,Konstantin
Василий,1,Vasili
