Смирнов,1.61
Иванов,1.30
Кузнецов,0.90
Попов,0.79
Соколов,0.73
Лебедев,0.65
Козлов,0.58
Новиков,0.54
Морозов,0.53
Петров,0.44
Волков,0.44
Соловьёв,0.44
Васильев,0.42
Зайцев,0.41
Павлов,0.39
Семёнов,0.35
Голубев,0.32
Виноградов,0.32
Богданов,0.31
Воробьёв,0.30
