Johansson,3.3
Andersson,3.2
Karlsson,2.5
Nilsson,2.2
Eriksson,1.7
Larsson,1.6
Olsson,1.4
Persson,1.4
Svensson,1.3
Gustafsson,0.90
Pettersson,0.83
Jonsson,0.72
Jansson,0.63
Hansson,0.54
Bengtsson,0.42
Jönsson,0.42
Petersson,0.37
Carlsson,0.34
Gustavsson,0.32
Magnusson,0.32
Lindberg,0.31
Olofsson,0.30
